#2016-10-20 14:40:36:471,50.0689,0,0,0,0,1469345,1463552,1431758,0,1,off$
#2016-10-20 14:40:36:629,50.0694,0,0,0,0,1469357,1463564,1431769,0,1,off$
#2016-10-20 14:40:36:709,50.0694,0,0,0,0,1469369,1463575,1431781,0,1,off$
#2016-10-20 14:40:36:809,50.0694,0,0,0,0,1469381,1463587,1431792,0,1,off$
#2016-10-20 14:40:36:909,50.0683,0,0,0,0,1469392,1463599,1431803,0,1,off$
#2016-10-20 14:40:37:009,50.0672,0,0,0,0,1469404,1463610,1431815,0,1,off$
#2016-10-20 14:40:37:109,50.0689,0,0,0,0,1469416,1463622,1431826,0,1,off$
#2016-10-20 14:40:37:209,50.0686,0,0,0,0,1469428,1463634,1431837,0,1,off$
#2016-10-20 14:40:37:309,50.0683,0,0,0,0,1469440,1463645,1431849,0,1,off$
#2016-10-20 14:40:37:410,50.0672,0,0,0,0,1469451,1463657,1431860,0,1,off$
#2016-10-20 14:40:37:511,50.0681,0,0,0,0,1469463,1463669,1431871,0,1,off$
#2016-10-20 14:40:37:609,50.0675,0,0,0,0,1469475,1463680,1431883,0,1,off$
#2016-10-20 14:40:37:710,50.0669,0,0,0,0,1469487,1463692,1431894,0,1,off$
#2016-10-20 14:40:37:810,50.0669,0,0,0,0,1469498,1463704,1431905,0,1,off$
#2016-10-20 14:40:37:920,50.0672,0,0,0,0,1469510,1463715,1431917,0,1,off$
#2016-10-20 14:40:38:020,50.0686,0,0,0,0,1469522,1463727,1431928,0,1,off$
#2016-10-20 14:40:38:110,50.0652,0,0,0,0,1469534,1463739,1431939,0,1,off$
#2016-10-20 14:40:38:209,50.0681,0,0,0,0,1469545,1463750,1431951,0,1,off$
#2016-10-20 14:40:38:309,50.0667,0,0,0,0,1469557,1463762,1431962,0,1,off$
#2016-10-20 14:40:38:409,50.0644,0,0,0,0,1469569,1463774,1431974,0,1,off$
#2016-10-20 14:40:38:512,50.0655,0,0,0,0,1469581,1463785,1431985,0,1,off$
#2016-10-20 14:40:38:610,50.0655,0,0,0,0,1469593,1463797,1431996,0,1,off$
#2016-10-20 14:40:38:710,50.0667,0,0,0,0,1469604,1463809,1432007,0,1,off$
#2016-10-20 14:40:38:809,50.0655,0,0,0,0,1469616,1463820,1432019,0,1,off$
